"date","total","influenza_a","influenza_b"
2017-02-06,696,623,73
2017-02-07,455,412,43
2017-02-08,349,317,32
2017-02-09,348,307,41
2017-02-10,361,320,41
2017-02-11,206,184,22
2017-02-12,217,194,23
2017-02-13,612,534,78
2017-02-14,352,284,68
2017-02-15,299,247,52
2017-02-16,317,262,55
2017-02-17,310,242,68
2017-02-18,252,206,46
2017-02-19,155,124,31
2017-02-20,373,276,97
2017-02-21,268,210,58
2017-02-22,205,144,61
2017-02-23,175,131,44
2017-02-24,216,154,62
2017-02-25,174,110,64
2017-02-26,101,71,30
2017-02-27,277,144,133
2017-02-28,191,111,80
2017-03-01,166,89,77
2017-03-02,154,103,51
2017-03-03,210,101,109
2017-03-04,197,109,88
2017-03-05,87,51,36
2017-03-06,290,155,135
2017-03-07,199,91,108
2017-03-08,163,69,94
2017-03-09,167,94,73
2017-03-10,180,80,100
2017-03-11,137,68,69
2017-03-12,77,36,41
2017-03-13,234,93,141
2017-03-14,153,60,93
2017-03-15,141,62,79
2017-03-16,122,45,77
2017-03-17,160,54,106
2017-03-18,112,40,72
2017-03-19,73,33,40
2017-03-20,61,28,33
2017-03-21,184,69,115
2017-03-22,108,42,66
2017-03-23,88,45,43
2017-03-24,85,27,58
2017-03-25,60,17,43
2017-03-26,49,18,31
2017-03-27,120,47,73
2017-03-28,94,29,65
2017-03-29,77,24,53
2017-03-30,86,30,56
2017-03-31,90,31,59
2017-04-01,72,23,49
2017-04-02,35,15,20
2017-04-03,110,34,76
2017-04-04,89,13,76
2017-04-05,73,20,53
2017-04-06,68,24,44
2017-04-07,79,21,58
2017-04-08,52,13,39
2017-04-09,45,11,34
2017-04-10,98,24,74
2017-04-11,51,16,35
2017-04-12,58,13,45
2017-04-13,47,18,29
2017-04-14,52,14,38
2017-04-15,41,10,31
2017-04-16,35,11,24
2017-04-17,94,16,78
2017-04-18,50,5,45
2017-04-19,55,10,45
2017-04-20,52,13,39
2017-04-21,39,5,34
2017-04-22,28,5,23
2017-04-23,22,0,22
2017-04-24,69,9,60
2017-04-25,57,9,48
2017-04-26,48,8,40
2017-04-27,37,4,33
2017-04-28,50,8,42
2017-04-29,10,1,9
2017-04-30,17,3,14
2017-05-01,51,7,44
2017-05-02,43,5,38
2017-05-03,16,6,10
2017-05-04,17,2,15
2017-05-05,15,2,13
2017-05-06,31,1,30
2017-05-07,9,1,8
2017-05-08,42,7,35
2017-05-09,16,1,15
2017-05-10,17,1,16
2017-05-11,8,2,6
2017-05-12,13,0,13
2017-05-13,9,1,8
2017-05-14,6,1,5
2017-05-15,16,0,16
2017-05-16,10,2,8
2017-05-17,6,1,5
2017-05-18,7,1,6
2017-05-19,7,2,5
2017-05-20,3,1,2
2017-05-21,1,1,0
2017-05-22,14,2,12
2017-05-23,8,0,8
2017-05-24,9,0,9
2017-05-25,6,1,5
2017-05-26,2,0,2
2017-05-27,5,1,4
2017-05-28,3,1,2
2017-05-29,8,0,8
2017-05-30,6,1,5
2017-05-31,12,2,10
2017-06-01,4,1,3
2017-06-02,7,1,6
2017-06-03,4,0,4
2017-06-04,1,0,1
2017-06-05,10,1,9
2017-06-06,2,0,2
2017-06-07,2,1,1
2017-06-08,2,0,2
2017-06-09,2,1,1
2017-06-10,2,0,2
2017-06-11,1,1,0
2017-06-12,0,0,0
2017-06-13,1,0,1
2017-06-14,7,0,7
2017-06-15,3,2,1
2017-06-16,0,0,0
2017-06-17,2,1,1
2017-06-18,3,2,1
2017-06-19,0,0,0
2017-06-20,2,2,0
2017-06-21,0,0,0
2017-06-22,0,0,0
2017-06-23,0,0,0
2017-06-24,0,0,0
2017-06-25,0,0,0
2017-06-26,0,0,0
2017-06-27,0,0,0
2017-06-28,1,0,1
2017-06-29,0,0,0
2017-06-30,1,0,1
2017-07-01,0,0,0
2017-07-02,2,0,2
2017-07-03,2,2,0
2017-07-04,2,2,0
2017-07-05,0,0,0
2017-07-06,1,1,0
2017-07-07,2,2,0
2017-07-08,2,2,0
2017-07-09,0,0,0
2017-07-10,0,0,0
2017-07-11,0,0,0
2017-07-12,1,1,0
2017-07-13,0,0,0
2017-07-14,0,0,0
2017-07-15,0,0,0
2017-07-16,0,0,0
2017-07-17,0,0,0
2017-07-18,0,0,0
2017-07-19,0,0,0
2017-07-20,1,0,1
2017-07-21,0,0,0
2017-07-22,2,2,0
2017-07-23,0,0,0
2017-07-24,5,5,0
2017-07-25,2,1,1
2017-07-26,1,1,0
2017-07-27,1,1,0
2017-07-28,1,1,0
2017-07-29,1,1,0
2017-07-30,0,0,0
2017-07-31,5,5,0
2017-08-01,0,0,0
2017-08-02,0,0,0
2017-08-03,1,1,0
2017-08-04,1,1,0
2017-08-05,0,0,0
2017-08-06,0,0,0
2017-08-07,0,0,0
2017-08-08,2,2,0
2017-08-09,7,7,0
2017-08-10,10,10,0
2017-08-11,2,2,0
2017-08-12,3,3,0
2017-08-13,0,0,0
2017-08-14,5,5,0
2017-08-15,0,0,0
2017-08-16,0,0,0
2017-08-17,3,3,0
2017-08-18,4,4,0
2017-08-19,0,0,0
2017-08-20,1,0,1
2017-08-21,1,0,1
2017-08-22,0,0,0
2017-08-23,2,2,0
2017-08-24,0,0,0
2017-08-25,1,1,0
2017-08-26,1,1,0
2017-08-27,1,1,0
2017-08-28,3,3,0
2017-08-29,3,3,0
2017-08-30,3,3,0
2017-08-31,1,1,0
2017-09-01,1,1,0
2017-09-02,0,0,0
2017-09-03,0,0,0
2017-09-04,1,1,0
2017-09-05,5,5,0
2017-09-06,5,5,0
2017-09-07,8,8,0
2017-09-08,8,8,0
2017-09-09,17,17,0
2017-09-10,4,4,0
2017-09-11,33,32,1
2017-09-12,8,7,1
2017-09-13,4,4,0
2017-09-14,10,8,2
2017-09-15,6,6,0
2017-09-16,9,9,0
2017-09-17,10,10,0
2017-09-18,3,3,0
2017-09-19,16,16,0
2017-09-20,4,3,1
2017-09-21,7,7,0
2017-09-22,2,2,0
2017-09-23,1,1,0
2017-09-24,4,4,0
2017-09-25,12,12,0
2017-09-26,8,8,0
2017-09-27,7,5,2
2017-09-28,5,4,1
2017-09-29,5,5,0
2017-09-30,7,7,0
2017-10-01,12,12,0
2017-10-02,13,13,0
2017-10-03,6,6,0
2017-10-04,5,5,0
2017-10-05,9,8,1
2017-10-06,8,8,0
2017-10-07,3,2,1
2017-10-08,5,4,1
2017-10-09,1,1,0
2017-10-10,11,9,2
2017-10-11,7,7,0
2017-10-12,6,6,0
2017-10-13,2,2,0
2017-10-14,1,1,0
2017-10-15,4,4,0
2017-10-16,11,10,1
2017-10-17,9,7,2
2017-10-18,4,3,1
2017-10-19,8,8,0
2017-10-20,7,6,1
2017-10-21,7,7,0
2017-10-22,1,1,0
2017-10-23,7,7,0
2017-10-24,7,6,1
2017-10-25,2,1,1
2017-10-26,0,0,0
2017-10-27,0,0,0
2017-10-28,1,1,0
2017-10-29,3,1,2
2017-10-30,6,6,0
2017-10-31,4,3,1
2017-11-01,3,3,0
2017-11-02,2,2,0
2017-11-03,1,1,0
2017-11-04,4,4,0
2017-11-05,0,0,0
2017-11-06,6,5,1
2017-11-07,4,3,1
2017-11-08,5,4,1
2017-11-09,12,11,1
2017-11-10,7,6,1
2017-11-11,8,7,1
2017-11-12,1,1,0
2017-11-13,11,10,1
2017-11-14,14,12,2
2017-11-15,8,5,3
2017-11-16,7,5,2
2017-11-17,13,13,0
2017-11-18,6,5,1
2017-11-19,5,2,3
2017-11-20,8,8,0
2017-11-21,14,8,6
2017-11-22,10,7,3
2017-11-23,9,9,0
2017-11-24,18,16,2
2017-11-25,21,19,2
2017-11-26,10,9,1
2017-11-27,59,54,5
2017-11-28,41,32,9
2017-11-29,31,25,6
2017-11-30,37,31,6
2017-12-01,45,34,11
2017-12-02,46,37,9
2017-12-03,36,28,8
2017-12-04,60,40,20
2017-12-05,55,43,12
2017-12-06,38,29,9
2017-12-07,52,40,12
2017-12-08,59,52,7
2017-12-09,56,43,13
2017-12-10,31,25,6
2017-12-11,140,110,30
2017-12-12,89,68,21
2017-12-13,97,71,26
2017-12-14,101,76,25
2017-12-15,102,79,23
2017-12-16,89,64,25
2017-12-17,84,57,27
2017-12-18,202,144,58
2017-12-19,159,105,54
2017-12-20,158,95,63
2017-12-21,182,113,69
2017-12-22,249,169,80
2017-12-23,113,66,47
2017-12-24,168,103,65
2017-12-25,416,257,159
2017-12-26,326,176,150
2017-12-27,287,170,117
2017-12-28,262,143,119
2017-12-29,294,164,130
2017-12-30,197,105,92
2017-12-31,184,103,81
2018-01-01,150,77,73
2018-01-02,214,107,107
2018-01-03,195,95,100
2018-01-04,487,215,272
2018-01-05,421,170,251
2018-01-06,363,179,184
2018-01-07,223,97,126
2018-01-08,278,141,137
2018-01-09,659,299,360
2018-01-10,414,184,230
2018-01-11,452,200,252
2018-01-12,453,209,244
2018-01-13,425,163,262
2018-01-14,261,112,149
2018-01-15,826,316,510
2018-01-16,712,266,446
2018-01-17,639,206,433
2018-01-18,754,265,489
2018-01-19,858,302,556
2018-01-20,676,221,455
2018-01-21,400,135,265
2018-01-22,1026,294,732
2018-01-23,852,246,606
2018-01-24,736,228,508
2018-01-25,745,231,514
2018-01-26,825,257,568
2018-01-27,692,223,469
2018-01-28,362,130,232
2018-01-29,1348,367,981
2018-01-30,900,226,674
2018-01-31,782,201,581
2018-02-01,742,201,541
2018-02-02,793,222,571
2018-02-03,689,221,468
2018-02-04,305,98,207
2018-02-05,1103,269,834
2018-02-06,731,174,557
2018-02-07,556,146,410
2018-02-08,566,179,387
2018-02-09,526,138,388
2018-02-10,496,144,352
2018-02-11,291,88,203
2018-02-12,210,71,139
2018-02-13,781,208,573
2018-02-14,397,112,285
2018-02-15,356,108,248
2018-02-16,328,111,217
2018-02-17,291,110,181
2018-02-18,166,60,106
2018-02-19,480,164,316
2018-02-20,284,92,192
2018-02-21,295,106,189
2018-02-22,256,91,165
2018-02-23,289,98,191
2018-02-24,209,99,110
2018-02-25,110,47,63
2018-02-26,327,124,203
2018-02-27,219,92,127
2018-02-28,203,79,124
2018-03-01,173,73,100
2018-03-02,184,73,111
2018-03-03,142,79,63
2018-03-04,83,47,36
2018-03-05,209,94,115
2018-03-06,123,54,69
2018-03-07,105,54,51
2018-03-08,92,33,59
2018-03-09,89,49,40
2018-03-10,85,49,36
2018-03-11,37,23,14
2018-03-12,116,72,44
2018-03-13,72,44,28
2018-03-14,74,39,35
2018-03-15,59,34,25
2018-03-16,51,36,15
2018-03-17,46,30,16
2018-03-18,25,17,8
2018-03-19,56,34,22
2018-03-20,48,35,13
2018-03-21,14,11,3
2018-03-22,64,44,20
2018-03-23,30,25,5
2018-03-24,28,22,6
2018-03-25,19,15,4
2018-03-26,56,37,19
2018-03-27,24,17,7
2018-03-28,22,18,4
2018-03-29,26,19,7
2018-03-30,22,17,5
2018-03-31,12,8,4
2018-04-01,16,10,6
2018-04-02,18,16,2
2018-04-03,22,13,9
2018-04-04,13,11,2
2018-04-05,11,10,1
2018-04-06,17,11,6
2018-04-07,6,5,1
2018-04-08,8,7,1
2018-04-09,21,18,3
2018-04-10,13,8,5
2018-04-11,7,3,4
2018-04-12,10,9,1
2018-04-13,6,5,1
2018-04-14,8,6,2
2018-04-15,6,6,0
2018-04-16,21,20,1
2018-04-17,14,13,1
2018-04-18,7,6,1
2018-04-19,11,10,1
2018-04-20,5,3,2
2018-04-21,8,7,1
2018-04-22,6,5,1
2018-04-23,12,11,1
2018-04-24,8,8,0
2018-04-25,6,4,2
2018-04-26,4,2,2
2018-04-27,7,7,0
2018-04-28,9,8,1
2018-04-29,3,3,0
2018-04-30,5,5,0
2018-05-01,10,10,0
2018-05-02,12,11,1
2018-05-03,7,5,2
2018-05-04,7,6,1
2018-05-05,3,2,1
2018-05-06,4,4,0
2018-05-07,10,9,1
2018-05-08,10,10,0
2018-05-09,4,4,0
2018-05-10,2,2,0
2018-05-11,6,6,0
2018-05-12,5,5,0
2018-05-13,3,3,0
2018-05-14,4,4,0
2018-05-15,2,2,0
2018-05-16,2,2,0
2018-05-17,2,2,0
2018-05-18,5,4,1
2018-05-19,3,3,0
2018-05-20,1,1,0
2018-05-21,0,0,0
2018-05-22,1,1,0
2018-05-23,1,1,0
2018-05-24,5,5,0
2018-05-25,1,1,0
2018-05-26,2,2,0
2018-05-27,4,4,0
2018-05-28,4,4,0
2018-05-29,0,0,0
2018-05-30,1,1,0
2018-05-31,3,2,1
2018-06-01,1,1,0
2018-06-02,0,0,0
2018-06-03,0,0,0
2018-06-04,3,3,0
2018-06-05,0,0,0
2018-06-06,1,1,0
2018-06-07,0,0,0
2018-06-08,0,0,0
2018-06-09,1,1,0
2018-06-10,0,0,0
2018-06-11,2,2,0
2018-06-12,2,2,0
2018-06-13,0,0,0
2018-06-14,0,0,0
2018-06-15,0,0,0
2018-06-16,0,0,0
2018-06-17,0,0,0
2018-06-18,0,0,0
2018-06-19,0,0,0
2018-06-20,0,0,0
2018-06-21,0,0,0
2018-06-22,0,0,0
2018-06-23,1,1,0
2018-06-24,0,0,0
2018-06-25,0,0,0
2018-06-26,0,0,0
2018-06-27,0,0,0
2018-06-28,0,0,0
2018-06-29,0,0,0
2018-06-30,0,0,0
2018-07-01,0,0,0
2018-07-02,1,1,0
2018-07-03,0,0,0
2018-07-04,1,1,0
2018-07-05,1,1,0
2018-07-06,0,0,0
2018-07-07,0,0,0
2018-07-08,1,1,0
2018-07-09,2,2,0
2018-07-10,2,2,0
2018-07-11,0,0,0
2018-07-12,1,1,0
2018-07-13,0,0,0
2018-07-14,0,0,0
2018-07-15,0,0,0
2018-07-16,1,1,0
2018-07-17,0,0,0
2018-07-18,0,0,0
2018-07-19,0,0,0
2018-07-20,0,0,0
2018-07-21,0,0,0
2018-07-22,0,0,0
2018-07-23,2,2,0
2018-07-24,0,0,0
2018-07-25,0,0,0
2018-07-26,0,0,0
2018-07-27,0,0,0
2018-07-28,0,0,0
2018-07-29,0,0,0
2018-07-30,0,0,0
2018-07-31,1,1,0
2018-08-01,0,0,0
2018-08-02,0,0,0
2018-08-03,0,0,0
2018-08-04,1,1,0
2018-08-05,1,1,0
2018-08-06,0,0,0
2018-08-07,0,0,0
2018-08-08,0,0,0
2018-08-09,1,1,0
2018-08-10,0,0,0
2018-08-11,0,0,0
2018-08-12,1,1,0
2018-08-13,0,0,0
2018-08-14,0,0,0
2018-08-15,0,0,0
2018-08-16,0,0,0
2018-08-17,0,0,0
2018-08-18,0,0,0
2018-08-19,0,0,0
2018-08-20,0,0,0
2018-08-21,1,1,0
2018-08-22,0,0,0
2018-08-23,0,0,0
2018-08-24,0,0,0
2018-08-25,0,0,0
2018-08-26,0,0,0
2018-08-27,0,0,0
2018-08-28,1,1,0
2018-08-29,0,0,0
2018-08-30,0,0,0
2018-08-31,1,1,0
2018-09-01,0,0,0
2018-09-02,0,0,0
2018-09-03,0,0,0
2018-09-04,1,0,1
2018-09-05,0,0,0
2018-09-06,0,0,0
2018-09-07,0,0,0
2018-09-08,1,1,0
2018-09-09,0,0,0
2018-09-10,7,7,0
2018-09-11,8,8,0
2018-09-12,2,2,0
2018-09-13,6,6,0
2018-09-14,4,4,0
2018-09-15,10,10,0
2018-09-16,0,0,0
2018-09-17,5,5,0
2018-09-18,8,8,0
2018-09-19,7,7,0
2018-09-20,5,5,0
2018-09-21,9,9,0
2018-09-22,10,10,0
2018-09-23,1,1,0
2018-09-24,3,3,0
2018-09-25,13,12,1
2018-09-26,4,4,0
2018-09-27,4,4,0
2018-09-28,4,4,0
2018-09-29,6,5,1
2018-09-30,3,3,0
2018-10-01,8,8,0
2018-10-02,8,8,0
2018-10-03,8,8,0
2018-10-04,2,2,0
2018-10-05,9,9,0
2018-10-06,12,12,0
2018-10-07,2,2,0
2018-10-08,3,3,0
2018-10-09,8,8,0
2018-10-10,7,6,1
2018-10-11,2,2,0
2018-10-12,1,1,0
2018-10-13,3,3,0
2018-10-14,1,1,0
2018-10-15,2,2,0
2018-10-16,2,1,1
2018-10-17,2,1,1
2018-10-18,0,0,0
2018-10-19,0,0,0
2018-10-20,0,0,0
2018-10-21,2,2,0
2018-10-22,3,3,0
2018-10-23,2,1,1
2018-10-24,0,0,0
2018-10-25,0,0,0
2018-10-26,0,0,0
2018-10-27,1,1,0
2018-10-28,1,1,0
2018-10-29,3,2,1
2018-10-30,2,2,0
2018-10-31,1,1,0
2018-11-01,1,1,0
2018-11-02,1,1,0
2018-11-03,2,2,0
2018-11-04,0,0,0
2018-11-05,2,2,0
2018-11-06,0,0,0
2018-11-07,3,3,0
2018-11-08,5,5,0
2018-11-09,5,5,0
2018-11-10,5,4,1
2018-11-11,2,2,0
2018-11-12,7,7,0
2018-11-13,2,2,0
2018-11-14,3,3,0
2018-11-15,10,9,1
2018-11-16,7,7,0
2018-11-17,2,2,0
2018-11-18,9,8,1
2018-11-19,19,19,0
2018-11-20,8,8,0
2018-11-21,4,4,0
2018-11-22,12,12,0
2018-11-23,3,3,0
2018-11-24,10,10,0
2018-11-25,6,6,0
2018-11-26,11,11,0
2018-11-27,10,10,0
2018-11-28,4,4,0
2018-11-29,4,4,0
2018-11-30,8,8,0
2018-12-01,6,6,0
2018-12-02,5,5,0
2018-12-03,9,9,0
2018-12-04,27,27,0
2018-12-05,8,8,0
2018-12-06,11,11,0
2018-12-07,19,19,0
2018-12-08,12,12,0
2018-12-09,10,10,0
2018-12-10,25,24,1
2018-12-11,26,26,0
2018-12-12,11,11,0
2018-12-13,29,26,3
2018-12-14,32,31,1
2018-12-15,41,41,0
2018-12-16,27,27,0
2018-12-17,70,69,1
2018-12-18,75,73,2
2018-12-19,89,87,2
2018-12-20,111,110,1
2018-12-21,111,108,3
2018-12-22,107,107,0
2018-12-23,131,131,0
2018-12-24,134,133,1
2018-12-25,258,257,1
2018-12-26,187,185,2
2018-12-27,166,166,0
2018-12-28,211,208,3
2018-12-29,200,200,0
2018-12-30,134,134,0
2018-12-31,192,192,0
2019-01-01,207,207,0
2019-01-02,273,272,1
2019-01-03,327,325,2
2019-01-04,577,576,1
2019-01-05,466,465,1
2019-01-06,280,279,1
2019-01-07,751,746,5
2019-01-08,622,621,1
2019-01-09,664,663,1
2019-01-10,754,752,2
2019-01-11,862,859,3
2019-01-12,806,804,2
2019-01-13,672,672,0
2019-01-14,618,616,2
2019-01-15,1626,1617,9
2019-01-16,1053,1045,8
2019-01-17,1021,1019,2
2019-01-18,1180,1179,1
2019-01-19,993,990,3
2019-01-20,640,639,1
2019-01-21,1718,1717,1
2019-01-22,1153,1151,2
2019-01-23,919,915,4
2019-01-24,987,986,1
2019-01-25,1020,1019,1
2019-01-26,879,877,2
2019-01-27,481,480,1
2019-01-28,1387,1383,4
2019-01-29,938,935,3
2019-01-30,765,758,7
2019-01-31,698,693,5
2019-02-01,749,747,2
2019-02-02,584,583,1
2019-02-03,319,318,1
2019-02-04,767,765,2
2019-02-05,485,483,2
2019-02-06,394,391,3
2019-02-07,341,340,1
2019-02-08,324,320,4
2019-02-09,243,242,1
2019-02-10,186,186,0
2019-02-11,160,159,1
2019-02-12,392,392,0
2019-02-13,208,208,0
2019-02-14,151,151,0
2019-02-15,170,170,0
2019-02-16,111,108,3
2019-02-17,62,60,2
2019-02-18,176,175,1
2019-02-19,102,100,2
2019-02-20,81,81,0
2019-02-21,87,86,1
2019-02-22,94,93,1
2019-02-23,61,57,4
2019-02-24,30,30,0
2019-02-25,91,89,2
2019-02-26,77,77,0
2019-02-27,44,44,0
2019-02-28,50,49,1
2019-03-01,45,41,4
2019-03-02,48,47,1
2019-03-03,17,17,0
2019-03-04,68,62,6
2019-03-05,38,38,0
2019-03-06,47,38,9
2019-03-07,23,20,3
2019-03-08,36,35,1
2019-03-09,21,19,2
2019-03-10,11,9,2
2019-03-11,35,26,9
2019-03-12,18,18,0
2019-03-13,20,14,6
2019-03-14,24,21,3
2019-03-15,16,15,1
2019-03-16,15,14,1
2019-03-17,12,11,1
2019-03-18,23,20,3
2019-03-19,19,14,5
2019-03-20,17,11,6
2019-03-21,5,4,1
2019-03-22,22,16,6
2019-03-23,12,7,5
2019-03-24,7,5,2
2019-03-25,9,8,1
2019-03-26,17,14,3
2019-03-27,15,9,6
2019-03-28,10,6,4
2019-03-29,8,5,3
2019-03-30,10,8,2
2019-03-31,7,3,4
2019-04-01,17,13,4
2019-04-02,9,6,3
2019-04-03,14,9,5
2019-04-04,10,7,3
2019-04-05,17,13,4
2019-04-06,10,8,2
2019-04-07,7,5,2
2019-04-08,33,19,14
2019-04-09,12,6,6
2019-04-10,30,8,22
2019-04-11,17,13,4
2019-04-12,23,9,14
2019-04-13,20,6,14
2019-04-14,7,4,3
2019-04-15,55,20,35
2019-04-16,33,10,23
2019-04-17,28,8,20
2019-04-18,22,5,17
2019-04-19,43,17,26
2019-04-20,32,10,22
2019-04-21,16,9,7
2019-04-22,41,6,35
2019-04-23,23,8,15
2019-04-24,34,6,28
2019-04-25,20,7,13
2019-04-26,30,7,23
2019-04-27,18,3,15
2019-04-28,16,9,7
2019-04-29,13,4,9
2019-04-30,24,5,19
2019-05-01,25,8,17
2019-05-02,23,3,20
2019-05-03,20,6,14
2019-05-04,15,2,13
2019-05-05,15,7,8
2019-05-06,7,2,5
2019-05-07,14,3,11
2019-05-08,14,2,12
2019-05-09,12,2,10
2019-05-10,12,3,9
2019-05-11,17,5,12
2019-05-12,12,3,9
2019-05-13,26,6,20
2019-05-14,20,4,16
2019-05-15,18,1,17
2019-05-16,20,1,19
2019-05-17,18,1,17
2019-05-18,7,2,5
2019-05-19,10,1,9
2019-05-20,13,2,11
2019-05-21,10,3,7
2019-05-22,5,1,4
2019-05-23,10,3,7
2019-05-24,6,0,6
2019-05-25,7,0,7
2019-05-26,0,0,0
2019-05-27,2,0,2
2019-05-28,5,0,5
2019-05-29,5,0,5
2019-05-30,6,2,4
2019-05-31,2,1,1
2019-06-01,4,0,4
2019-06-02,2,0,2
2019-06-03,2,0,2
2019-06-04,2,0,2
2019-06-05,8,0,8
2019-06-06,0,0,0
2019-06-07,2,1,1
2019-06-08,1,0,1
2019-06-09,2,0,2
2019-06-10,2,0,2
2019-06-11,3,0,3
2019-06-12,3,0,3
2019-06-13,1,0,1
2019-06-14,3,1,2
2019-06-15,1,0,1
2019-06-16,0,0,0
2019-06-17,4,1,3
2019-06-18,4,0,4
2019-06-19,1,0,1
2019-06-20,0,0,0
2019-06-21,0,0,0
2019-06-22,2,2,0
2019-06-23,0,0,0
2019-06-24,3,1,2
2019-06-25,1,1,0
2019-06-26,1,1,0
2019-06-27,1,1,0
2019-06-28,0,0,0
2019-06-29,1,1,0
2019-06-30,0,0,0
2019-07-01,1,1,0
2019-07-02,2,2,0
2019-07-03,1,0,1
2019-07-04,3,3,0
2019-07-05,4,3,1
2019-07-06,0,0,0
2019-07-07,2,2,0
2019-07-08,5,3,2
2019-07-09,0,0,0
2019-07-10,4,3,1
2019-07-11,4,3,1
2019-07-12,0,0,0
2019-07-13,0,0,0
2019-07-14,2,1,1
2019-07-15,0,0,0
2019-07-16,5,4,1
2019-07-17,3,3,0
2019-07-18,2,2,0
2019-07-19,3,3,0
2019-07-20,2,2,0
2019-07-21,2,0,2
2019-07-22,3,2,1
2019-07-23,3,2,1
2019-07-24,3,2,1
2019-07-25,3,3,0
2019-07-26,2,1,1
2019-07-27,5,5,0
2019-07-28,2,2,0
2019-07-29,5,4,1
2019-07-30,2,2,0
2019-07-31,4,3,1
2019-08-01,4,3,1
2019-08-02,1,1,0
2019-08-03,1,1,0
2019-08-04,0,0,0
2019-08-05,2,2,0
2019-08-06,2,2,0
2019-08-07,2,2,0
2019-08-08,3,3,0
2019-08-09,0,0,0
2019-08-10,3,3,0
2019-08-11,1,0,1
2019-08-12,2,1,1
2019-08-13,1,1,0
2019-08-14,0,0,0
2019-08-15,3,1,2
2019-08-16,2,1,1
2019-08-17,0,0,0
2019-08-18,0,0,0
2019-08-19,0,0,0
2019-08-20,0,0,0
2019-08-21,1,1,0
2019-08-22,0,0,0
2019-08-23,0,0,0
2019-08-24,1,1,0
2019-08-25,1,0,1
2019-08-26,8,3,5
2019-08-27,3,0,3
2019-08-28,0,0,0
2019-08-29,1,1,0
2019-08-30,9,9,0
2019-08-31,1,1,0
2019-09-01,5,4,1
2019-09-02,8,6,2
2019-09-03,8,8,0
2019-09-04,9,8,1
2019-09-05,6,5,1
2019-09-06,5,5,0
2019-09-07,14,13,1
2019-09-08,2,2,0
2019-09-09,10,9,1
2019-09-10,5,5,0
2019-09-11,9,9,0
2019-09-12,6,6,0
2019-09-13,5,4,1
2019-09-14,7,7,0
2019-09-15,8,7,1
2019-09-16,2,2,0
2019-09-17,11,11,0
2019-09-18,11,11,0
2019-09-19,12,12,0
2019-09-20,4,4,0
2019-09-21,10,10,0
2019-09-22,6,6,0
2019-09-23,6,6,0
2019-09-24,15,14,1
2019-09-25,10,10,0
2019-09-26,10,9,1
2019-09-27,6,6,0
2019-09-28,8,8,0
2019-09-29,5,5,0
2019-09-30,10,10,0
2019-10-01,11,8,3
2019-10-02,6,4,2
2019-10-03,8,8,0
2019-10-04,7,7,0
2019-10-05,6,6,0
2019-10-06,10,10,0
2019-10-07,9,7,2
2019-10-08,7,7,0
2019-10-09,3,3,0
2019-10-10,4,4,0
2019-10-11,9,9,0
2019-10-12,3,3,0
2019-10-13,9,9,0
2019-10-14,5,5,0
2019-10-15,4,4,0
2019-10-16,6,6,0
2019-10-17,7,6,1
2019-10-18,9,9,0
2019-10-19,8,8,0
2019-10-20,2,2,0
2019-10-21,9,9,0
2019-10-22,4,4,0
2019-10-23,12,12,0
2019-10-24,12,12,0
2019-10-25,7,7,0
2019-10-26,12,12,0
2019-10-27,4,4,0
2019-10-28,18,15,3
2019-10-29,13,13,0
2019-10-30,13,13,0
2019-10-31,12,11,1
2019-11-01,9,9,0
2019-11-02,11,11,0
2019-11-03,5,5,0
2019-11-04,14,13,1
2019-11-05,14,14,0
2019-11-06,8,7,1
2019-11-07,20,20,0
2019-11-08,19,19,0
2019-11-09,11,11,0
2019-11-10,7,7,0
2019-11-11,29,29,0
2019-11-12,25,25,0
2019-11-13,31,31,0
2019-11-14,29,28,1
2019-11-15,29,28,1
2019-11-16,51,50,1
2019-11-17,20,20,0
2019-11-18,90,90,0
2019-11-19,91,91,0
2019-11-20,53,52,1
2019-11-21,45,45,0
2019-11-22,58,58,0
2019-11-23,41,41,0
2019-11-24,66,65,1
2019-11-25,114,113,1
2019-11-26,94,93,1
2019-11-27,58,55,3
2019-11-28,66,63,3
2019-11-29,91,87,4
2019-11-30,95,94,1
2019-12-01,57,57,0
2019-12-02,175,173,2
2019-12-03,137,137,0
2019-12-04,133,131,2
2019-12-05,170,170,0
2019-12-06,211,209,2
2019-12-07,148,146,2
2019-12-08,130,128,2
2019-12-09,388,384,4
2019-12-10,271,270,1
2019-12-11,249,246,3
2019-12-12,312,311,1
2019-12-13,327,323,4
2019-12-14,240,239,1
2019-12-15,158,158,0
2019-12-16,483,482,1
2019-12-17,377,377,0
2019-12-18,355,355,0
2019-12-19,370,370,0
2019-12-20,363,363,0
2019-12-21,336,336,0
2019-12-22,167,167,0
2019-12-23,603,603,0
2019-12-24,385,385,0
2019-12-25,355,355,0
2019-12-26,385,385,0
2019-12-27,357,357,0
2019-12-28,291,291,0
2019-12-29,194,194,0
2019-12-30,270,270,0
2019-12-31,256,256,0
2020-01-01,207,201,6
2020-01-02,222,218,4
2020-01-03,232,228,4
2020-01-04,354,346,8
2020-01-05,196,194,2
2020-01-06,367,357,10
2020-01-07,295,289,6
2020-01-08,273,262,11
2020-01-09,248,241,7
2020-01-10,265,255,10
2020-01-11,224,216,8
2020-01-12,178,170,8
2020-01-13,195,179,16
2020-01-14,369,345,24
2020-01-15,216,197,19
